ID,gender,age,group,time
833,M,40,M40-44,4.056111112
834,F,39,F35-39,4.056111112
835,M,31,M30-34,4.383888888
836,M,45,M45-49,4.096666667
837,M,48,M45-49,4.096666667
838,M,37,M35-39,4.098333333
839,M,55,M55-59,4.6675
840,M,20,M18-24,4.095
841,M,29,M25-29,4.100277778
842,M,43,M40-44,4.1675
843,M,33,M30-34,4.130555555
844,F,39,F35-39,4.097222222
845,M,37,M35-39,4.07
846,M,35,M35-39,4.061666667
847,M,47,M45-49,4.074722222
848,M,27,M25-29,4.463611112
849,F,31,F30-34,4.109444445
850,M,29,M25-29,4.145
851,M,33,M30-34,4.235833333
852,M,31,M30-34,4.072777778
853,M,45,M45-49,4.079444445
854,M,23,M18-24,4.183055555
855,M,28,M25-29,4.118333333
856,F,43,F40-44,4.084444445
857,M,38,M35-39,4.113611112
858,F,22,F18-24,4.183055555
859,M,22,M18-24,4.584722222
860,F,28,F25-29,4.590833333
861,M,25,M25-29,4.4475
862,M,38,M35-39,4.115833333
863,M,34,M30-34,4.219722222
864,M,35,M35-39,4.149166667
865,M,35,M35-39,4.089444445
866,M,41,M40-44,4.084722222
867,M,47,M45-49,4.405277778
868,M,29,M25-29,4.096944445
869,M,42,M40-44,4.122777778
870,M,37,M35-39,4.132222222
871,M,38,M35-39,4.256944445
872,F,34,F30-34,4.132777778
873,M,42,M40-44,4.127777778
874,F,31,F30-34,4.136111112
875,F,40,F40-44,4.127777778
876,M,41,M40-44,4.675833333
877,M,46,M45-49,4.163611112
878,M,45,M45-49,4.094722222
879,M,42,M40-44,4.493888888
880,M,50,M50-54,4.094722222
881,F,25,F25-29,4.195833333
882,M,41,M40-44,4.141111112
883,M,34,M30-34,4.277777778
884,M,39,M35-39,4.099444445
885,M,31,M30-34,4.176944445
886,F,36,F35-39,4.133333333
887,M,18,M18-24,4.712222222
888,F,39,F35-39,4.143055555
889,M,29,M25-29,4.609166667
890,M,63,M60-64,4.101388888
891,M,39,M35-39,4.105277778
892,M,42,M40-44,4.1375
893,M,50,M50-54,4.142222222
894,M,33,M30-34,4.135833333
895,M,30,M30-34,4.528333333
896,M,32,M30-34,4.210833333
897,M,27,M25-29,4.146666667
898,F,36,F35-39,4.144444445
899,M,34,M30-34,4.6125
900,M,38,M35-39,4.439722222
901,M,34,M30-34,4.2875
902,M,34,M30-34,4.112222222
903,F,34,F30-34,4.112222222
904,F,38,F35-39,4.143333333
905,M,61,M60-64,4.293888888
906,M,51,M50-54,4.467222222
907,F,48,F45-49,4.183333333
908,M,43,M40-44,4.119722222
909,M,22,M18-24,4.183611112
910,F,33,F30-34,4.159444445
911,M,45,M45-49,4.126111112
912,M,30,M30-34,4.489166667
913,M,20,M18-24,4.122777778
914,M,50,M50-54,4.125833333
915,F,31,F30-34,4.6275
916,M,44,M40-44,4.702222222
917,M,53,M50-54,4.2325
918,M,42,M40-44,4.164444445
919,M,61,M60-64,4.263611112
920,M,29,M25-29,4.121388888
921,M,41,M40-44,4.123888888
922,M,29,M25-29,4.126666667
923,F,37,F35-39,4.157222222
924,F,34,F30-34,4.638888888
925,M,48,M45-49,4.198888888
926,M,35,M35-39,4.125555555
927,F,39,F35-39,4.164166667
928,F,42,F40-44,4.606666667
929,F,40,F40-44,4.196944445
930,M,26,M25-29,4.169722222
931,M,48,M45-49,4.383611112
932,M,35,M35-39,4.134166667
933,F,27,F25-29,4.552222222
934,M,24,M18-24,4.126944445
935,F,52,F50-54,4.169722222
936,M,40,M40-44,4.172222222
937,F,37,F35-39,4.166111112
938,M,56,M55-59,4.178888888
939,M,36,M35-39,4.167222222
940,M,64,M60-64,4.171666667
941,F,42,F40-44,4.543611112
942,F,42,F40-44,4.669166667
943,M,49,M45-49,4.130833333
944,M,44,M40-44,4.139166667
945,M,42,M40-44,4.389166667
946,M,34,M30-34,4.145833333
947,F,37,F35-39,4.139444445
948,M,51,M50-54,4.171666667
949,M,39,M35-39,4.655
950,M,49,M45-49,4.241666667
951,M,55,M55-59,4.211111112
952,M,51,M50-54,4.142222222
953,M,37,M35-39,4.216944445
954,M,43,M40-44,4.148055555
955,F,22,F18-24,4.31
956,M,31,M30-34,4.753055555
957,F,39,F35-39,4.144444445
958,F,24,F18-24,4.658333333
959,F,35,F35-39,4.679166667
960,M,63,M60-64,4.221388888
961,F,42,F40-44,4.186666667
962,F,33,F30-34,4.19
963,M,34,M30-34,4.211111112
964,M,52,M50-54,4.211388888
965,M,29,M25-29,4.315
966,M,27,M25-29,4.317222222
967,F,59,F55-59,4.22
968,F,30,F30-34,4.191111112
969,F,22,F18-24,4.215555555
970,F,41,F40-44,4.183333333
971,M,41,M40-44,4.218055555
972,M,55,M55-59,4.152777778
973,M,34,M30-34,4.154166667
974,M,30,M30-34,4.331666667
975,M,31,M30-34,4.701666667
976,F,23,F18-24,4.6675
977,F,30,F30-34,4.229444445
978,M,42,M40-44,4.67
979,M,46,M45-49,4.230555555
980,M,37,M35-39,4.189166667
981,M,34,M30-34,4.158055555
982,F,25,F25-29,4.699166667
983,F,35,F35-39,4.195833333
984,M,46,M45-49,4.162222222
985,F,38,F35-39,4.476944445
986,F,32,F30-34,4.476944445
987,M,35,M35-39,4.200555555
988,F,41,F40-44,4.207222222
989,M,23,M18-24,4.164444445
990,F,41,F40-44,4.2375
991,M,62,M60-64,4.208611112
992,F,28,F25-29,4.269722222
993,F,42,F40-44,4.341111112
994,M,42,M40-44,4.204166667
995,F,22,F18-24,4.677777778
996,F,39,F35-39,4.332222222
997,F,26,F25-29,4.6
998,F,23,F18-24,4.239166667
999,F,39,F35-39,4.236111112
1000,M,49,M45-49,4.212222222
1001,F,33,F30-34,4.274166667
1002,M,50,M50-54,4.180555555
1003,M,31,M30-34,4.240277778
1004,M,42,M40-44,4.584722222
1005,M,33,M30-34,4.683055555
1006,M,54,M50-54,4.530833333
1007,M,38,M35-39,4.178055555
1008,M,55,M55-59,4.175555555
1009,M,43,M40-44,4.2175
1010,M,45,M45-49,4.174722222
1011,M,37,M35-39,4.175555555
1012,F,42,F40-44,4.182222222
1013,M,32,M30-34,4.179166667
1014,F,28,F25-29,4.1825
1015,M,38,M35-39,4.214166667
1016,M,40,M40-44,4.218888888
1017,M,43,M40-44,4.218611112
1018,F,49,F45-49,4.283055555
1019,M,39,M35-39,4.532777778
1020,M,37,M35-39,4.183333333
1021,M,32,M30-34,4.214166667
1022,M,52,M50-54,4.214444445
1023,M,57,M55-59,4.580833333
1024,M,29,M25-29,4.504722222
1025,M,61,M60-64,4.290833333
1026,M,40,M40-44,4.545
1027,F,27,F25-29,4.250555555
1028,M,29,M25-29,4.6125
1029,M,37,M35-39,4.186111112
1030,M,32,M30-34,4.795277778
1031,M,36,M35-39,4.289722222
1032,F,43,F40-44,4.585833333
1033,M,35,M35-39,4.193888888
1034,M,48,M45-49,4.296388888
1035,M,40,M40-44,4.253611112
1036,M,31,M30-34,4.228611112
1037,M,37,M35-39,4.186111112
1038,F,29,F25-29,4.221111112
1039,M,31,M30-34,4.233888888
1040,M,47,M45-49,4.448611112
1041,F,41,F40-44,4.292777778
1042,F,41,F40-44,4.295833333
1043,F,25,F25-29,4.262777778
1044,F,24,F18-24,4.229166667
1045,M,37,M35-39,4.232222222
1046,M,53,M50-54,4.237777778
1047,M,58,M55-59,4.235277778
1048,M,36,M35-39,4.296388888
1049,M,27,M25-29,4.376388888
1050,F,24,F18-24,4.234166667
1051,M,45,M45-49,4.739722222
1052,M,55,M55-59,4.234722222
1053,M,26,M25-29,4.298333333
1054,M,44,M40-44,4.205277778
1055,F,28,F25-29,4.306388888
1056,F,36,F35-39,4.239166667
1057,F,30,F30-34,4.595833333
1058,F,29,F25-29,4.27
1059,F,25,F25-29,4.605833333
1060,M,49,M45-49,4.271388888
1061,M,34,M30-34,4.783333333
1062,F,21,F18-24,4.530833333
1063,F,45,F45-49,4.271388888
1064,M,44,M40-44,4.241111112
1065,M,33,M30-34,4.281944445
1066,F,34,F30-34,4.283055555
1067,M,48,M45-49,4.211944445
1068,M,27,M25-29,4.213888888
1069,M,52,M50-54,4.248888888
1070,M,53,M50-54,4.746111112
1071,M,38,M35-39,4.215
1072,M,40,M40-44,4.210277778
1073,F,33,F30-34,4.320833333
1074,F,39,F35-39,4.290277778
1075,M,62,M60-64,4.213055555
1076,M,22,M18-24,4.258333333
1077,F,28,F25-29,4.345
1078,M,41,M40-44,4.248611112
1079,F,50,F50-54,4.214722222
1080,F,37,F35-39,4.759444445
1081,M,37,M35-39,4.248611112
1082,M,30,M30-34,4.256944445
1083,M,54,M50-54,4.325833333
1084,M,37,M35-39,4.254444445
1085,M,26,M25-29,4.398888888
1086,M,48,M45-49,4.466111112
1087,M,42,M40-44,4.398333333
1088,M,41,M40-44,4.222222222
1089,M,45,M45-49,4.694722222
1090,M,29,M25-29,4.2925
1091,M,28,M25-29,4.326944445
1092,M,33,M30-34,4.613611112
1093,M,38,M35-39,4.226111112
1094,F,47,F45-49,4.481944445
1095,F,51,F50-54,4.738888888
1096,M,25,M25-29,4.330277778
1097,M,41,M40-44,4.336111112
1098,M,29,M25-29,4.839444445
1099,F,39,F35-39,4.229166667
1100,F,34,F30-34,4.803888888
1101,F,32,F30-34,4.335833333
1102,M,44,M40-44,4.743888888
1103,F,34,F30-34,4.236944445
1104,F,41,F40-44,4.273888888
1105,M,49,M45-49,4.370833333
1106,M,37,M35-39,4.271111112
1107,M,46,M45-49,4.336666667
1108,M,34,M30-34,4.339722222
1109,M,35,M35-39,4.238611112
1110,M,35,M35-39,4.273888888
1111,M,44,M40-44,4.270555555
1112,F,25,F25-29,4.313611112
1113,F,22,F18-24,4.273055555
1114,F,46,F45-49,4.273888888
1115,M,24,M18-24,4.273055555
1116,M,34,M30-34,4.243333333
1117,F,27,F25-29,4.525555555
1118,M,36,M35-39,4.315277778
1119,F,25,F25-29,4.699444445
1120,M,54,M50-54,4.236111112
1121,M,40,M40-44,4.241388888
1122,M,49,M45-49,4.776944445
1123,F,40,F40-44,4.786944445
1124,F,39,F35-39,4.386666667
1125,F,56,F55-59,4.276944445
1126,M,34,M30-34,4.2825
1127,F,42,F40-44,4.3125
1128,F,34,F30-34,4.641944445
1129,M,39,M35-39,4.286666667
1130,F,40,F40-44,4.315
1131,F,53,F50-54,4.290555555
1132,M,31,M30-34,4.293611112
1133,M,56,M55-59,4.566944445
1134,M,37,M35-39,4.465555555
1135,F,38,F35-39,4.323611112
1136,M,39,M35-39,4.618888888
1137,F,52,F50-54,4.289444445
1138,M,38,M35-39,4.423888888
1139,M,60,M60-64,4.864722222
1140,F,48,F45-49,4.645555555
1141,M,44,M40-44,4.364166667
1142,F,37,F35-39,4.284166667
1143,M,42,M40-44,4.299722222
1144,M,43,M40-44,4.354444445
1145,M,60,M60-64,4.252222222
1146,M,38,M35-39,4.861111112
1147,M,29,M25-29,4.365277778
1148,F,24,F18-24,4.365555555
1149,M,30,M30-34,4.293333333
1150,M,42,M40-44,4.805277778
1151,F,29,F25-29,4.290833333
1152,M,26,M25-29,4.358888888
1153,M,54,M50-54,4.298055555
1154,F,57,F55-59,4.292222222
1155,M,52,M50-54,4.323055555
1156,M,50,M50-54,4.360277778
1157,M,34,M30-34,4.303055555
1158,M,42,M40-44,4.293055555
1159,F,56,F55-59,4.506388888
1160,M,30,M30-34,4.295
1161,F,41,F40-44,4.295277778
1162,F,40,F40-44,4.304722222
1163,M,32,M30-34,4.365
1164,M,50,M50-54,4.519166667
1165,M,36,M35-39,4.667777778
1166,M,34,M30-34,4.262777778
1167,F,39,F35-39,4.340555555
1168,F,35,F35-39,4.297777778
1169,F,37,F35-39,4.340555555
1170,F,41,F40-44,4.805833333
1171,F,27,F25-29,4.306944445
1172,F,30,F30-34,4.3
1173,M,33,M30-34,4.406666667
1174,M,30,M30-34,4.839444445
1175,M,59,M55-59,4.364444445
1176,M,46,M45-49,4.298333333
1177,F,49,F45-49,4.3375
1178,M,29,M25-29,4.307222222
1179,M,45,M45-49,4.303333333
1180,M,42,M40-44,4.433611112
1181,M,51,M50-54,4.271111112
1182,F,43,F40-44,4.450277778
1183,M,40,M40-44,4.2725
1184,M,25,M25-29,4.668611112
1185,M,33,M30-34,4.31
1186,F,40,F40-44,4.304444445
1187,M,43,M40-44,4.266111112
1188,M,53,M50-54,4.346666667
1189,M,36,M35-39,4.308611112
1190,F,33,F30-34,4.271944445
1191,M,23,M18-24,4.823055555
1192,F,25,F25-29,4.781111112
1193,M,69,M65+,4.306666667
1194,M,40,M40-44,4.380555555
1195,M,59,M55-59,4.275555555
1196,F,22,F18-24,4.275555555
1197,F,31,F30-34,4.270277778
1198,M,36,M35-39,4.270277778
1199,F,54,F50-54,4.818611112
1200,M,36,M35-39,4.311111112
1201,F,29,F25-29,4.309166667
1202,M,55,M55-59,4.288055555
1203,M,43,M40-44,4.288055555
1204,M,34,M30-34,4.355833333
1205,M,50,M50-54,4.280277778
1206,M,46,M45-49,4.563611112
1207,F,60,F60-64,4.356666667
1208,M,43,M40-44,4.86
1209,M,43,M40-44,4.285
1210,M,36,M35-39,4.282777778
1211,M,30,M30-34,4.275833333
1212,F,42,F40-44,4.866944445
1213,F,28,F25-29,4.466666667
1214,F,46,F45-49,4.537777778
1215,M,43,M40-44,4.454166667
1216,M,34,M30-34,4.318333333
1217,M,40,M40-44,4.29
1218,M,40,M40-44,4.36
1219,M,40,M40-44,4.33
1220,M,30,M30-34,4.286388888
1221,F,32,F30-34,4.286388888
1222,F,53,F50-54,4.331944445
1223,M,54,M50-54,4.618333333
1224,M,24,M18-24,4.651944445
1225,M,33,M30-34,4.321666667
1226,M,25,M25-29,4.710555555
1227,M,58,M55-59,4.473888888
1228,M,32,M30-34,4.292222222
1229,F,33,F30-34,4.291944445
1230,M,49,M45-49,4.800277778
1231,M,38,M35-39,4.722777778
1232,M,32,M30-34,4.843888888
1233,M,40,M40-44,4.299166667
1234,M,36,M35-39,4.865555555
1235,M,45,M45-49,4.2975
1236,M,44,M40-44,4.328333333
1237,M,23,M18-24,4.835277778
1238,M,31,M30-34,4.331111112
1239,M,38,M35-39,4.405555555
1240,M,37,M35-39,4.297777778
1241,M,39,M35-39,4.340277778
1242,M,19,M18-24,4.7525
1243,F,25,F25-29,4.555555555
1244,M,38,M35-39,4.409444445
1245,F,59,F55-59,4.871944445
1246,F,33,F30-34,4.343055555
1247,M,37,M35-39,4.368888888
1248,M,38,M35-39,4.346388888
1249,M,34,M30-34,4.435277778
1250,M,37,M35-39,4.346388888
1251,F,28,F25-29,4.435555555
1252,M,34,M30-34,4.369722222
1253,M,30,M30-34,4.338055555
1254,M,28,M25-29,4.338611112
1255,M,30,M30-34,4.339722222
1256,M,39,M35-39,4.3025
1257,M,39,M35-39,4.307222222
1258,F,33,F30-34,4.524444445
1259,M,26,M25-29,4.708611112
1260,M,51,M50-54,4.310555555
1261,F,23,F18-24,4.383055555
1262,F,25,F25-29,4.308611112
1263,M,53,M50-54,4.3025
1264,M,36,M35-39,4.413611112
1265,M,55,M55-59,4.308888888
1266,F,25,F25-29,4.722222222
1267,F,37,F35-39,4.38
1268,M,57,M55-59,4.821666667
1269,M,50,M50-54,4.345833333
1270,M,50,M50-54,4.415277778
1271,M,24,M18-24,4.351944445
1272,M,36,M35-39,4.31
1273,M,31,M30-34,4.853888888
1274,F,41,F40-44,4.419166667
1275,M,48,M45-49,4.8875
1276,M,40,M40-44,4.825555555
1277,M,46,M45-49,4.349166667
1278,M,38,M35-39,4.38
1279,M,49,M45-49,4.352777778
1280,M,63,M60-64,4.346944445
1281,M,39,M35-39,4.348333333
1282,F,42,F40-44,4.421388888
1283,M,23,M18-24,4.31
1284,F,29,F25-29,4.443611112
1285,M,36,M35-39,4.3125
1286,M,34,M30-34,4.528333333
1287,M,55,M55-59,4.310555555
1288,M,38,M35-39,4.633888888
1289,F,52,F50-54,4.3475
1290,M,34,M30-34,4.360555555
1291,F,32,F30-34,4.393611112
1292,M,50,M50-54,4.828611112
1293,M,33,M30-34,4.424722222
1294,M,26,M25-29,4.385277778
1295,M,38,M35-39,4.483611112
1296,M,46,M45-49,4.483611112
1297,M,51,M50-54,4.721388888
1298,M,42,M40-44,4.356944445
1299,M,33,M30-34,4.673611112
1300,F,52,F50-54,4.392222222
1301,F,44,F40-44,4.357222222
1302,M,31,M30-34,4.651388888
1303,M,50,M50-54,4.393055555
1304,M,66,M65+,4.39
1305,M,50,M50-54,4.356666667
1306,M,24,M18-24,4.753055555
1307,F,37,F35-39,4.435
1308,M,40,M40-44,4.359722222
1309,M,70,M65+,4.394166667
1310,M,30,M30-34,4.756666667
1311,F,37,F35-39,4.370833333
1312,M,32,M30-34,4.646111112
1313,F,40,F40-44,4.334722222
1314,M,35,M35-39,4.508888888
1315,F,28,F25-29,4.6875
1316,F,45,F45-49,4.396666667
1317,F,42,F40-44,4.375277778
1318,M,38,M35-39,4.428888888
1319,M,37,M35-39,4.408611112
1320,F,37,F35-39,4.879722222
1321,M,41,M40-44,4.878055555
1322,F,45,F45-49,4.373611112
1323,F,22,F18-24,4.432777778
1324,F,38,F35-39,4.436666667
1325,M,60,M60-64,4.338055555
1326,F,49,F45-49,4.3975
1327,F,59,F55-59,4.338333333
1328,M,47,M45-49,4.407777778
1329,F,41,F40-44,4.373888888
1330,F,44,F40-44,4.374166667
1331,F,39,F35-39,4.375833333
1332,M,27,M25-29,4.739444445
1333,M,28,M25-29,4.739444445
1334,F,31,F30-34,4.5025
1335,M,34,M30-34,4.370555555
1336,M,31,M30-34,4.410277778
1337,M,63,M60-64,4.370555555
1338,M,40,M40-44,4.554722222
1339,F,29,F25-29,4.340833333
1340,M,52,M50-54,4.345
1341,M,53,M50-54,4.338611112
1342,M,38,M35-39,4.380833333
1343,M,38,M35-39,4.339166667
1344,F,36,F35-39,4.741111112
1345,M,25,M25-29,4.374166667
1346,M,43,M40-44,4.348888888
1347,M,22,M18-24,4.387777778
1348,M,49,M45-49,4.850833333
1349,M,49,M45-49,4.339722222
1350,M,20,M18-24,4.760277778
1351,M,38,M35-39,4.411388888
1352,M,30,M30-34,4.385277778
1353,M,25,M25-29,4.384722222
1354,M,25,M25-29,4.384722222
1355,F,35,F35-39,4.386666667
1356,M,43,M40-44,4.349722222
1357,F,40,F40-44,4.42
1358,M,42,M40-44,4.426666667
1359,F,31,F30-34,4.389444445
1360,F,21,F18-24,4.674722222
1361,M,41,M40-44,4.745833333
1362,M,40,M40-44,4.386388888
1363,F,38,F35-39,4.398333333
1364,M,45,M45-49,4.393888888
1365,M,34,M30-34,4.359722222
1366,M,48,M45-49,4.428611112
1367,M,40,M40-44,4.834444445
1368,M,32,M30-34,4.390555555
1369,M,67,M65+,4.488888888
1370,F,59,F55-59,4.3575
1371,M,44,M40-44,4.896111112
1372,M,51,M50-54,4.396388888
1373,M,37,M35-39,4.867222222
1374,M,40,M40-44,4.396111112
1375,M,43,M40-44,4.362777778
1376,F,32,F30-34,4.943888888
1377,M,24,M18-24,4.931944445
1378,M,51,M50-54,4.869722222
1379,F,24,F18-24,4.433055555
1380,M,62,M60-64,4.9425
1381,F,29,F25-29,4.912222222
1382,M,51,M50-54,4.403888888
1383,M,49,M45-49,4.464444445
1384,F,62,F60-64,4.4325
1385,M,40,M40-44,4.366944445
1386,F,60,F60-64,4.428055555
1387,M,45,M45-49,4.842222222
1388,M,32,M30-34,4.441388888
1389,F,38,F35-39,4.404166667
1390,M,37,M35-39,4.396388888
1391,M,52,M50-54,4.465
1392,F,32,F30-34,4.405555555
1393,F,41,F40-44,4.868888888
1394,F,45,F45-49,4.369722222
1395,M,31,M30-34,4.902777778
1396,M,35,M35-39,4.773611112
1397,M,40,M40-44,4.431111112
1398,F,30,F30-34,4.953611112
1399,F,44,F40-44,4.441666667
1400,M,35,M35-39,4.953333333
1401,M,48,M45-49,4.364444445
1402,M,44,M40-44,4.366666667
1403,M,40,M40-44,4.434722222
1404,M,37,M35-39,4.728888888
1405,F,28,F25-29,4.534722222
1406,F,24,F18-24,4.499444445
1407,F,30,F30-34,4.471111112
1408,M,39,M35-39,4.879722222
1409,M,32,M30-34,4.906388888
1410,F,33,F30-34,4.369722222
1411,M,48,M45-49,4.411944445
1412,M,37,M35-39,4.375277778
1413,M,51,M50-54,4.830555555
1414,M,31,M30-34,4.583055555
1415,M,38,M35-39,4.418611112
1416,M,24,M18-24,4.486944445
1417,M,31,M30-34,4.772777778
1418,M,49,M45-49,4.481388888
1419,M,36,M35-39,4.4425
1420,F,22,F18-24,4.381111112
1421,F,47,F45-49,4.921111112
1422,F,33,F30-34,4.41
1423,F,37,F35-39,4.446666667
1424,M,49,M45-49,4.855833333
1425,F,49,F45-49,4.451388888
1426,F,26,F25-29,4.444722222
1427,M,42,M40-44,4.887777778
1428,M,56,M55-59,4.423333333
1429,M,37,M35-39,4.426666667
1430,M,48,M45-49,4.381666667
1431,M,43,M40-44,4.990277778
1432,F,43,F40-44,4.417222222
1433,F,58,F55-59,4.4175
1434,F,40,F40-44,4.423888888
1435,F,36,F35-39,4.716666667
1436,M,34,M30-34,4.629444445
1437,M,20,M18-24,4.416111112
1438,M,32,M30-34,4.931388888
1439,M,45,M45-49,4.930277778
1440,M,48,M45-49,4.381111112
1441,M,31,M30-34,4.962777778
1442,M,48,M45-49,4.451666667
1443,M,33,M30-34,4.431666667
1444,M,56,M55-59,4.844166667
1445,F,30,F30-34,4.463333333
1446,M,35,M35-39,4.961666667
1447,M,33,M30-34,4.458888888
1448,F,45,F45-49,4.461111112
1449,F,51,F50-54,4.461388888
1450,F,34,F30-34,4.565555555
1451,F,40,F40-44,4.491388888
1452,M,52,M50-54,4.967222222
1453,M,31,M30-34,4.4375
1454,M,29,M25-29,4.3875
1455,F,31,F30-34,4.962777778
1456,M,29,M25-29,4.436666667
1457,F,32,F30-34,4.526111112
1458,M,58,M55-59,4.904444445
1459,M,54,M50-54,4.820833333
1460,F,43,F40-44,4.459722222
1461,F,38,F35-39,4.461944445
1462,M,40,M40-44,4.461944445
1463,M,50,M50-54,4.439722222
1464,M,26,M25-29,4.561666667
1465,F,53,F50-54,4.561666667
1466,M,46,M45-49,4.471944445
1467,M,43,M40-44,4.440277778
1468,M,38,M35-39,4.724722222
1469,F,29,F25-29,4.528333333
1470,F,48,F45-49,4.436388888
1471,F,33,F30-34,4.503888888
1472,F,38,F35-39,4.503888888
1473,F,35,F35-39,4.65
1474,M,35,M35-39,4.795555555
1475,M,49,M45-49,4.438888888
1476,F,32,F30-34,4.502222222
1477,M,35,M35-39,4.502222222
1478,M,71,M65+,4.469444445
1479,M,44,M40-44,4.399444445
1480,M,26,M25-29,4.913611112
1481,M,40,M40-44,4.408611112
1482,F,29,F25-29,4.444166667
1483,F,35,F35-39,4.507777778
1484,F,29,F25-29,4.478888888
1485,M,45,M45-49,4.406666667
1486,M,21,M18-24,4.513055555
1487,F,24,F18-24,4.451944445
1488,M,36,M35-39,4.441666667
1489,F,56,F55-59,4.448333333
1490,F,55,F55-59,4.545
1491,M,40,M40-44,4.542777778
1492,M,57,M55-59,4.458333333
1493,M,41,M40-44,4.448333333
1494,M,54,M50-54,4.771944445
1495,M,37,M35-39,5.001111112
1496,M,44,M40-44,5.001111112
1497,F,26,F25-29,4.621111112
1498,M,34,M30-34,4.416388888
1499,F,32,F30-34,4.923333333
1500,M,51,M50-54,4.669722222
1501,M,22,M18-24,4.41
1502,M,29,M25-29,4.989444445
1503,M,47,M45-49,4.449166667
1504,M,65,M65+,4.545833333
1505,M,42,M40-44,4.838333333
1506,M,45,M45-49,4.849722222
1507,M,59,M55-59,4.4825
1508,F,44,F40-44,4.462777778
1509,M,53,M50-54,4.586111112
1510,M,44,M40-44,4.931388888
1511,F,50,F50-54,4.464444445
1512,F,24,F18-24,4.784444445
1513,M,42,M40-44,4.424166667
1514,F,30,F30-34,4.958888888
1515,F,61,F60-64,4.461388888
1516,M,51,M50-54,4.785555555
1517,M,29,M25-29,4.5325
1518,M,34,M30-34,4.43
1519,F,35,F35-39,4.598333333
1520,M,39,M35-39,4.709444445
1521,F,27,F25-29,4.530833333
1522,M,41,M40-44,4.856111112
1523,M,38,M35-39,4.439444445
1524,M,24,M18-24,4.783333333
1525,M,48,M45-49,4.534722222
1526,M,60,M60-64,4.433611112
1527,M,42,M40-44,4.473333333
1528,M,39,M35-39,4.938888888
1529,M,31,M30-34,4.475833333
1530,M,61,M60-64,5.022777778
1531,M,32,M30-34,4.654722222
1532,F,49,F45-49,4.54
1533,M,51,M50-54,4.54
1534,M,30,M30-34,4.570833333
1535,M,48,M45-49,4.502777778
1536,F,26,F25-29,4.471666667
1537,M,29,M25-29,4.538333333
1538,F,32,F30-34,4.869722222
1539,M,38,M35-39,4.4725
1540,M,39,M35-39,4.478611112
1541,M,46,M45-49,4.4725
1542,M,39,M35-39,4.8325
1543,F,42,F40-44,4.438888888
1544,M,40,M40-44,5.02
1545,F,23,F18-24,4.516666667
1546,F,39,F35-39,4.507777778
1547,M,57,M55-59,4.551666667
1548,M,35,M35-39,4.480833333
1549,F,35,F35-39,4.471944445
1550,M,50,M50-54,4.951388888
1551,F,41,F40-44,4.546944445
1552,M,49,M45-49,4.546388888
1553,M,41,M40-44,4.546388888
1554,F,27,F25-29,4.616111112
1555,F,27,F25-29,4.476944445
1556,M,32,M30-34,4.486944445
1557,M,36,M35-39,5.018333333
1558,M,54,M50-54,4.476944445
1559,F,25,F25-29,4.976944445
1560,M,33,M30-34,4.906944445
1561,M,25,M25-29,5.021666667
1562,M,48,M45-49,4.508611112
1563,F,39,F35-39,4.485555555
1564,M,20,M18-24,5.052777778
1565,F,37,F35-39,4.449166667
1566,M,37,M35-39,4.73
1567,M,33,M30-34,4.73
1568,F,27,F25-29,4.961944445
1569,M,24,M18-24,4.514166667
1570,M,43,M40-44,4.488611112
1571,M,44,M40-44,5.059166667
1572,M,69,M65+,4.525
1573,M,51,M50-54,4.49
1574,M,35,M35-39,4.7
1575,M,47,M45-49,4.517777778
